ndims,boundsA,boundsB,N,L,activation,num_points,use_sobol,batch_size,lr,lr_scheduler,epoch,time,train MSE_f,test MSE_f,test RMSE_u,lr
5,[0, 1],1024,1,ELU,10000,True,2048,0.01,None,4208.41,300,5.640e+02,6.039e+02,1.039e-01,1.0e-02
5,[0, 1],1024,1,sigmoid,10000,True,2048,0.01,None,5101.00,300,8.762e+01,2.994e+02,6.572e-02,1.0e-02
5,[0, 1],1024,1,tanh,10000,True,2048,0.01,None,5542.61,300,6.627e+00,5.896e+01,1.717e-02,1.0e-02
5,[0, 1],1024,1,sin,10000,True,2048,0.01,None,5153.61,300,2.767e-01,2.715e-01,1.539e-03,1.0e-02
5,[0, 1],1024,1,atan,10000,True,2048,0.01,None,3570.00,300,2.914e+01,3.536e+02,5.707e-02,1.0e-02
5,[0, 1],1024,2,ELU,10000,True,2048,0.01,None,1251.00,300,1.116e+03,1.118e+03,1.724e-01,1.0e-02
5,[0, 1],1024,2,sigmoid,10000,True,2048,0.01,None,1398.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,2,tanh,10000,True,2048,0.01,None,1463.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,2,sin,10000,True,2048,0.01,None,1409.00,300,4.667e+01,4.314e+01,3.650e-02,1.0e-02
5,[0, 1],1024,2,atan,10000,True,2048,0.01,None,1131.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,3,ELU,10000,True,2048,0.01,None,733.41,300,1.201e+03,1.204e+03,1.794e-01,1.0e-02
5,[0, 1],1024,3,sigmoid,10000,True,2048,0.01,None,808.61,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,3,tanh,10000,True,2048,0.01,None,841.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,3,sin,10000,True,2048,0.01,None,815.00,300,2.864e+06,3.885e+06,1.767e-01,1.0e-02
5,[0, 1],1024,3,atan,10000,True,2048,0.01,None,671.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,4,ELU,10000,True,2048,0.01,None,519.00,300,1.210e+03,1.204e+03,1.770e-01,1.0e-02
5,[0, 1],1024,4,sigmoid,10000,True,2048,0.01,None,568.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,4,tanh,10000,True,2048,0.01,None,590.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],1024,4,sin,10000,True,2048,0.01,None,573.00,300,5.456e+04,4.015e+06,1.767e-01,1.0e-02
5,[0, 1],1024,4,atan,10000,True,2048,0.01,None,477.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,1,ELU,10000,True,2048,0.01,None,2555.41,300,2.711e+02,2.859e+02,5.717e-02,1.0e-02
5,[0, 1],2048,1,sigmoid,10000,True,2048,0.01,None,3229.00,300,3.812e+01,7.862e+01,2.980e-02,1.0e-02
5,[0, 1],2048,1,tanh,10000,True,2048,0.01,None,3584.82,300,2.775e+00,5.562e+00,5.383e-03,1.0e-02
5,[0, 1],2048,1,sin,10000,True,2048,0.01,None,3271.00,300,3.725e-01,3.729e-01,1.573e-03,1.0e-02
5,[0, 1],2048,1,atan,10000,True,2048,0.01,None,2103.20,300,6.358e+00,3.585e+01,1.368e-02,1.0e-02
5,[0, 1],2048,2,ELU,10000,True,2048,0.01,None,423.20,300,1.211e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,2,sigmoid,10000,True,2048,0.01,None,455.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,2,tanh,10000,True,2048,0.01,None,468.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,2,sin,10000,True,2048,0.01,None,457.61,300,9.512e+01,8.991e+01,5.143e-02,1.0e-02
5,[0, 1],2048,2,atan,10000,True,2048,0.01,None,395.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,3,ELU,10000,True,2048,0.01,None,230.61,300,1.230e+03,1.231e+03,1.824e-01,1.0e-02
5,[0, 1],2048,3,sigmoid,10000,True,2048,0.01,None,245.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,3,tanh,10000,True,2048,0.01,None,250.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,3,sin,10000,True,2048,0.01,None,245.41,300,1.824e+07,1.408e+07,1.767e-01,1.0e-02
5,[0, 1],2048,3,atan,10000,True,2048,0.01,None,217.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,4,ELU,10000,True,2048,0.01,None,158.41,301,1.205e+03,1.204e+03,1.773e-01,1.0e-02
5,[0, 1],2048,4,sigmoid,10000,True,2048,0.01,None,167.61,301,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,4,tanh,10000,True,2048,0.01,None,171.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],2048,4,sin,10000,True,2048,0.01,None,167.82,301,1.649e+16,7.970e+15,1.767e-01,1.0e-02
5,[0, 1],2048,4,atan,10000,True,2048,0.01,None,150.41,301,1.202e+03,1.204e+03,1.767e-01,1.0e-02
