,epoch,elapsed_time,MSE_f_train,MSE_f,RMSE_u,lr,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/L,config/N,config/activation,config/batch_size,config/lr,config/lr_scheduler,config/num_points,config/use_sobol,logdir
86,5210.2048,300.0167512893677,2126.256591796875,2164.4526,0.4054361138117971,1.4901161193847656e-08,0.8562607765197754,False,,,5211,66812_00088,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-59-12,1685649552,300.855500459671,22070,ds01,192.168.3.71,300.855500459671,0,5211,0.0037603378295898,3,128,ELU,2048,1.0,ReduceLROnPlateau-0.5-2,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00088_88_L=3,N=128,activation=ELU,batch_size=2048,lr=1,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=10000,use_s_2023-06-01_22-54-11"
87,3632.9216,300.0170485973358,1209.7178819444443,1203.8958,0.1767001589331265,0.0001,0.7946646213531494,False,,,3633,66812_00089,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-04-12,1685649852,300.72930932044983,22070,ds01,192.168.3.71,300.72930932044983,0,3633,0.0037603378295898,2,128,sigmoid,1024,0.0001,None,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00089_89_L=2,N=128,activation=sigmoid,batch_size=1024,lr=0.0001,lr_scheduler=None,num_points=10000,use_sobol=True_2023-06-01_22-59-12"
88,217.0,300.010684967041,86918218514591.39,627937278124558.9,0.1825302620658399,1.0,2.0363450050354004,False,,,217,66812_00090,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-09-13,1685650153,300.6578848361969,22070,ds01,192.168.3.71,300.6578848361969,0,217,0.0037603378295898,2,64,sin,8192,1.0,None,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00090_90_L=2,N=64,activation=sin,batch_size=8192,lr=1,lr_scheduler=None,num_points=1000000,use_sobol=False_2023-06-01_23-04-12"
89,159.16384,300.23101925849915,1205.8451251983645,1199.01901,0.1783668613942969,0.0001,1.263800859451294,False,,,160,66812_00091,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-14-14,1685650454,301.0020334720612,22070,ds01,192.168.3.71,301.0020334720612,0,160,0.0037603378295898,2,512,atan,512,0.0001,None,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00091_91_L=2,N=512,activation=atan,batch_size=512,lr=0.0001,lr_scheduler=None,num_points=100000,use_sobol=False_2023-06-01_23-09-13"
90,6.581632,300.2898232936859,1094.5305189616245,1091.352047,0.169111209732898,0.1,27.165802717208862,False,,,7,66812_00092,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-19-15,1685650755,300.8812322616577,22070,ds01,192.168.3.71,300.8812322616577,0,7,0.0037603378295898,1,64,tanh,128,0.1,ReduceLROnPlateau-0.5-2,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00092_92_L=1,N=64,activation=tanh,batch_size=128,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=1000000_2023-06-01_23-14-14"
91,64.372736,300.6793510913849,673.1051458002447,678.8432345,0.1274340334313676,3.752413921111599e-05,2.807488441467285,False,,,65,66812_00093,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-24-16,1685651056,301.3030767440796,22070,ds01,192.168.3.71,301.3030767440796,0,65,0.0037603378295898,3,128,sin,2048,0.001,ExponentialLR-0.95,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00093_93_L=3,N=128,activation=sin,batch_size=2048,lr=0.0010,lr_scheduler=ExponentialLR-0_95,num_points=1000000,use_2023-06-01_23-19-15"
92,1217.2048,300.00936794281006,1209.63623046875,1203.953,0.1767478113538025,1.9073486328125e-08,0.8561549186706543,False,,,1218,66812_00094,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-29-17,1685651357,300.8119373321533,22070,ds01,192.168.3.71,300.8119373321533,0,1218,0.0037603378295898,1,256,sigmoid,256,0.01,ReduceLROnPlateau-0.5-2,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00094_94_L=1,N=256,activation=sigmoid,batch_size=256,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100_2023-06-01_23-24-16"
93,596.5248,300.01652908325195,1206.023848370808,1203.8049,0.1767036735113955,5.287723679538736e-15,0.9941842555999756,False,,,597,66812_00095,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-34-18,1685651658,300.7587280273437,22070,ds01,192.168.3.71,300.7587280273437,0,597,0.0037603378295898,1,1024,ELU,128,0.1,ExponentialLR-0.95,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00095_95_L=1,N=1024,activation=ELU,batch_size=128,lr=0.1000,lr_scheduler=ExponentialLR-0_95,num_points=10000,use_s_2023-06-01_23-29-17"
94,23.355328,301.8832609653473,1208.7632979247344,1208.304174,0.1770017694072322,0.001,6.594649791717529,False,,,24,66812_00096,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-39-21,1685651961,302.7175693511963,22070,ds01,192.168.3.71,302.7175693511963,0,24,0.0037603378295898,2,512,ELU,1024,0.1,ReduceLROnPlateau-0.1-10,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00096_96_L=2,N=512,activation=ELU,batch_size=1024,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000_2023-06-01_23-34-18"
95,14809.0,300.00858545303345,1186.7078,1203.8583,0.1766702951502503,4.4e-323,0.6735761165618896,False,,,14809,66812_00097,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-44-21,1685652261,300.6649570465088,22070,ds01,192.168.3.71,300.6649570465088,0,14809,0.0037603378295898,1,128,atan,32768,0.001,ExponentialLR-0.95,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00097_97_L=1,N=128,activation=atan,batch_size=32768,lr=0.0010,lr_scheduler=ExponentialLR-0_95,num_points=10000,use_2023-06-01_23-39-21"
96,834.2304,300.01951026916504,1138.9405042860244,1203.8468,0.176675382195223,2.639288168534177e-23,0.7423532009124756,False,,,835,66812_00098,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-49-22,1685652562,300.6768419742584,22070,ds01,192.168.3.71,300.6768419742584,0,835,0.0037603378295898,3,256,sin,256,0.0001,ExponentialLR-0.95,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00098_98_L=3,N=256,activation=sin,batch_size=256,lr=0.0001,lr_scheduler=ExponentialLR-0_95,num_points=10000,use_so_2023-06-01_23-44-21"
97,3382.1024,300.01906538009644,1156.7601318359375,1204.3061,0.1769496757390095,4.583878385521491e-78,0.70816969871521,False,,,3383,66812_00099,07b60527410a4669a5ccb3624499efcd,2023-06-01_23-54-23,1685652863,300.7150914669037,22070,ds01,192.168.3.71,300.7150914669037,0,3383,0.0037603378295898,1,1024,sin,1024,0.01,ExponentialLR-0.95,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00099_99_L=1,N=1024,activation=sin,batch_size=1024,lr=0.0100,lr_scheduler=ExponentialLR-0_95,num_points=10000,use__2023-06-01_23-49-22"
